region_id,date,price_change_pct
abyan,2020-07-01,136.56912075596153
abyan,2020-08-01,128.110877505953
abyan,2020-09-01,110.37160998549113
abyan,2020-10-01,114.28513376687685
abyan,2020-11-01,111.78564327122922
abyan,2020-12-01,119.23488664862026
abyan,2021-01-01,112.9439384685561
abyan,2021-02-01,100.9563114236841
abyan,2021-03-01,100.89736284520006
abyan,2021-04-01,125.00216576896976
abyan,2021-05-01,133.4798807095256
abyan,2021-06-01,152.5794823691156
abyan,2021-07-01,152.2090963043783
abyan,2021-08-01,116.4909864991477
abyan,2021-09-01,107.25948229081409
abyan,2021-10-01,103.70813832806546
abyan,2021-11-01,97.87699604012808
abyan,2021-12-01,91.12399914045912
abyan,2022-01-01,93.31382895839162
abyan,2022-02-01,93.26318028987997
abyan,2022-03-01,97.54224279796348
abyan,2022-04-01,93.76188021394056
abyan,2022-05-01,93.69393266559345
abyan,2022-06-01,86.44200497153192
abyan,2022-07-01,89.06194186011541
abyan,2022-08-01,87.65887605358364
abyan,2022-09-01,94.45415182691342
abyan,2022-10-01,107.887331915052
abyan,2022-11-01,131.36908489274032
abyan,2022-12-01,116.17350652200797
abyan,2023-01-01,113.59804141742444
abyan,2023-02-01,113.85642790394638
abyan,2023-03-01,116.71922063482548
abyan,2023-04-01,123.6593443925512
abyan,2023-05-01,114.33041929895619
abyan,2023-06-01,116.60384513388553
abyan,2023-07-01,110.85035432140664
abyan,2023-08-01,121.99253162854814
abyan,2023-09-01,126.13314396756638
abyan,2023-10-01,138.25256365052505
abyan,2023-11-01,118.98424464324981
abyan,2023-12-01,124.67397379937135
abyan,2024-01-01,120.87201759504403
abyan,2024-02-01,129.68757047131615
abyan,2024-03-01,131.25499397140715
abyan,2024-04-01,130.94833861673973
abyan,2024-05-01,129.64683803544781
aden,2020-07-01,223.3877301981715
aden,2020-08-01,185.4184042311231
aden,2020-09-01,170.24788098436358
aden,2020-10-01,172.07861308050377
aden,2020-11-01,184.19721788661877
aden,2020-12-01,223.26964595882535
aden,2021-01-01,193.9868959489831
aden,2021-02-01,154.43203502202834
aden,2021-03-01,141.60383969227874
aden,2021-04-01,136.6974422425518
aden,2021-05-01,189.4847141669107
aden,2021-06-01,242.95744532173143
aden,2021-07-01,354.0938819087876
aden,2021-08-01,208.88817738579803
aden,2021-09-01,179.05630521444982
aden,2021-10-01,159.7647070226148
aden,2021-11-01,156.36229848408308
aden,2021-12-01,163.37967135959605
aden,2022-01-01,186.460390578337
aden,2022-02-01,196.0723462692146
aden,2022-03-01,199.95446281127693
aden,2022-04-01,179.52478130701394
aden,2022-05-01,169.46581673895292
aden,2022-06-01,153.32297176676934
aden,2022-07-01,152.14614253347332
aden,2022-08-01,149.6666535267205
aden,2022-09-01,156.9643535372522
aden,2022-10-01,181.48894875857326
aden,2022-11-01,235.3813767628588
aden,2022-12-01,204.9186657228513
aden,2023-01-01,184.6288784000565
aden,2023-02-01,143.7335419090645
aden,2023-03-01,128.06517429350865
aden,2023-04-01,131.2835005715704
aden,2023-05-01,127.77599037002234
aden,2023-06-01,136.91513812647798
aden,2023-07-01,140.29075989628558
aden,2023-08-01,165.9333333786782
aden,2023-09-01,180.7821714478812
aden,2023-10-01,237.92426862111915
aden,2023-11-01,171.2093148255263
aden,2023-12-01,164.75556959645056
aden,2024-01-01,148.42343237715136
aden,2024-02-01,165.40973315410454
aden,2024-03-01,177.00891884964426
aden,2024-04-01,198.8938548325272
aden,2024-05-01,203.67282173340507
al bayda,2020-07-01,215.85782378017578
al bayda,2020-08-01,191.39087396476862
al bayda,2020-09-01,186.55132087885235
al bayda,2020-10-01,166.64638141635737
al bayda,2020-11-01,177.25633564830173
al bayda,2020-12-01,186.24895518815575
al bayda,2021-01-01,192.21603118056123
al bayda,2021-02-01,181.33242640200038
al bayda,2021-03-01,171.03518321854875
al bayda,2021-04-01,165.3503828129182
al bayda,2021-05-01,178.48919276630323
al bayda,2021-06-01,199.7275305532051
al bayda,2021-07-01,186.2330079275221
al bayda,2021-08-01,184.55713645152176
al bayda,2021-09-01,173.87633262932388
al bayda,2021-10-01,175.87371103906088
al bayda,2021-11-01,160.10548743154698
al bayda,2021-12-01,148.78494036077285
al bayda,2022-01-01,163.39011691288653
al bayda,2022-02-01,173.4080938023893
al bayda,2022-03-01,180.41696879939914
al bayda,2022-04-01,166.68427088096502
al bayda,2022-05-01,161.3970997720404
al bayda,2022-06-01,152.06358819877536
al bayda,2022-07-01,157.31986997140365
al bayda,2022-08-01,165.09071292934763
al bayda,2022-09-01,173.82742210575205
al bayda,2022-10-01,211.58260255950646
al bayda,2022-11-01,233.42277327433794
al bayda,2022-12-01,208.0691458218423
al bayda,2023-01-01,171.19969526423654
al bayda,2023-02-01,153.07340094382775
al bayda,2023-03-01,146.87709104488832
al bayda,2023-04-01,171.85927421103955
al bayda,2023-05-01,188.3213753485531
al bayda,2023-06-01,199.29731639499744
al bayda,2023-07-01,213.5127020919098
al bayda,2023-08-01,234.10213832949142
al bayda,2023-09-01,244.88079344551448
al bayda,2023-10-01,272.26105994319244
al bayda,2023-11-01,264.173466390694
al bayda,2023-12-01,236.84932382478559
al bayda,2024-01-01,237.21791364056912
al bayda,2024-02-01,258.47907208753395
al bayda,2024-03-01,302.64705304822047
al bayda,2024-04-01,307.0734797369545
al bayda,2024-05-01,293.6926548911546
al dhale'e,2020-07-01,207.78524093726867
al dhale'e,2020-08-01,172.0789705667455
al dhale'e,2020-09-01,149.10008281529963
al dhale'e,2020-10-01,141.03547890174553
al dhale'e,2020-11-01,154.16084441780808
