region_id,date,price_change_pct
abyan,2020-07-31,134.08719045729057
abyan,2020-08-31,108.16354092942954
abyan,2020-09-30,125.47109641447712
abyan,2020-10-31,110.600381514357
abyan,2020-11-30,97.96380482027995
abyan,2020-12-31,172.51125087215388
abyan,2021-01-31,139.9348463933646
abyan,2021-02-28,133.73268572164974
abyan,2021-03-31,120.64284086362689
abyan,2021-04-30,123.3597468870523
abyan,2021-05-31,114.9146290643945
abyan,2021-06-30,161.14751290330344
abyan,2021-07-31,121.5751154205499
abyan,2021-08-31,87.52271667636947
abyan,2021-09-30,145.3952098546453
abyan,2021-10-31,104.47847072089544
abyan,2021-11-30,92.2724719708608
abyan,2021-12-31,93.40793566466823
abyan,2022-01-31,88.91473199881672
abyan,2022-02-28,172.4900666885242
abyan,2022-03-31,107.91368999228119
abyan,2022-04-30,103.3645902754469
abyan,2022-05-31,82.00100139276113
abyan,2022-06-30,139.56453012681553
abyan,2022-07-31,73.4357345738579
abyan,2022-08-31,89.93698499385856
abyan,2022-09-30,93.38019158293125
abyan,2022-10-31,81.24997277210512
abyan,2022-11-30,159.01367713320903
abyan,2022-12-31,138.130498681311
abyan,2023-01-31,151.26621727952866
abyan,2023-02-28,191.27682507506492
abyan,2023-03-31,146.99362451813943
abyan,2023-04-30,149.69169820645223
abyan,2023-05-31,181.44484677197266
abyan,2023-06-30,105.14565146552067
abyan,2023-07-31,92.28943756966142
abyan,2023-08-31,191.08077969318572
abyan,2023-09-30,124.25443525116032
abyan,2023-10-31,111.29484024034065
abyan,2023-11-30,201.95906271600035
abyan,2023-12-31,111.24521954644563
abyan,2024-01-31,150.02185223642394
abyan,2024-02-29,168.91180939166284
abyan,2024-03-31,166.28666433391686
abyan,2024-04-30,146.71789766766588
abyan,2024-05-31,148.99390667089943
aden,2020-07-31,189.4058828769181
aden,2020-08-31,173.1785368393326
aden,2020-09-30,165.81803246473095
aden,2020-10-31,145.1806290531152
aden,2020-11-30,138.9307099657991
aden,2020-12-31,246.24807035624045
aden,2021-01-31,241.69884466040367
aden,2021-02-28,253.2814020497775
aden,2021-03-31,180.41726051945545
aden,2021-04-30,249.1922565623789
aden,2021-05-31,237.24357664466092
aden,2021-06-30,279.2741659757009
aden,2021-07-31,191.03334307212222
aden,2021-08-31,148.59433099304974
aden,2021-09-30,193.20800088577766
aden,2021-10-31,144.82387649369755
aden,2021-11-30,148.75382764041757
aden,2021-12-31,159.7533764611342
aden,2022-01-31,173.5940989043271
aden,2022-02-28,312.58638504854054
aden,2022-03-31,245.33057615213264
aden,2022-04-30,225.2909636287707
aden,2022-05-31,174.09574503565477
aden,2022-06-30,200.86345022851964
aden,2022-07-31,142.03601701856752
aden,2022-08-31,132.8698460130036
aden,2022-09-30,149.8602869889673
aden,2022-10-31,116.11663942560328
aden,2022-11-30,201.5722396297728
aden,2022-12-31,243.90362345198233
aden,2023-01-31,283.62842451994845
aden,2023-02-28,266.4820873203933
aden,2023-03-31,183.3922440712634
aden,2023-04-30,239.5368104716105
aden,2023-05-31,203.1658432972825
aden,2023-06-30,127.12614874809745
aden,2023-07-31,107.68256818165786
aden,2023-08-31,203.6750980863984
aden,2023-09-30,165.23966263593007
aden,2023-10-31,136.96042783769377
aden,2023-11-30,249.97893593226283
aden,2023-12-31,126.05433969124492
aden,2024-01-31,181.79654773163534
aden,2024-02-29,199.46623597785972
aden,2024-03-31,252.47114911662942
aden,2024-04-30,308.03554253072105
aden,2024-05-31,261.24678701969634
al bayda,2020-07-31,189.03459275567985
al bayda,2020-08-31,363.7119181800432
al bayda,2020-09-30,187.45213346443813
al bayda,2020-10-31,172.11172426899137
al bayda,2020-11-30,171.98356865367643
al bayda,2020-12-31,225.20682688498863
al bayda,2021-01-31,205.41188206943585
al bayda,2021-02-28,200.86686480219265
al bayda,2021-03-31,177.00678626966754
al bayda,2021-04-30,181.35773258521874
al bayda,2021-05-31,176.05467619166367
al bayda,2021-06-30,238.6601005349779
al bayda,2021-07-31,232.24097163507707
al bayda,2021-08-31,143.43920860958315
al bayda,2021-09-30,203.14298091615944
al bayda,2021-10-31,163.21825407818915
al bayda,2021-11-30,154.30760278880905
al bayda,2021-12-31,154.2152407574773
al bayda,2022-01-31,125.42608529368044
al bayda,2022-02-28,238.89317103807988
al bayda,2022-03-31,176.1250010670472
al bayda,2022-04-30,182.3582876427435
al bayda,2022-05-31,140.15112007492138
al bayda,2022-06-30,193.6284207751037
al bayda,2022-07-31,164.23382127878804
al bayda,2022-08-31,164.34430562137078
al bayda,2022-09-30,165.5329060509657
al bayda,2022-10-31,139.96996180123637
al bayda,2022-11-30,256.8053386451008
al bayda,2022-12-31,206.27615876115715
al bayda,2023-01-31,196.685334565673
al bayda,2023-02-28,216.21385072745665
al bayda,2023-03-31,162.2377007482657
al bayda,2023-04-30,176.53062817513032
al bayda,2023-05-31,257.29289119275666
al bayda,2023-06-30,213.90195241072826
al bayda,2023-07-31,210.1283555662979
al bayda,2023-08-31,330.924610511216
al bayda,2023-09-30,220.77364633787965
al bayda,2023-10-31,212.74764114138424
al bayda,2023-11-30,349.55898552723414
al bayda,2023-12-31,220.5165850763136
al bayda,2024-01-31,223.22828324506673
al bayda,2024-02-29,302.57401577570715
al bayda,2024-03-31,331.6152528336121
al bayda,2024-04-30,287.7943949173517
al bayda,2024-05-31,422.53012428205494
al dhale'e,2020-07-31,183.1963436386851
al dhale'e,2020-08-31,167.71605988345263
al dhale'e,2020-09-30,165.83221094068398
al dhale'e,2020-10-31,142.62269860725524
al dhale'e,2020-11-30,142.0005954993978
