date,commodity,source,source_lat,source_lng,target,target_lat,target_lng,price_differential,source_price,target_price,flow_weight
2020-07-01,salt,abyan,1451453.433761742,540930.338796394,lahj,1443403.357394038,487346.6774931812,0.21654422000000006,0.78072459,0.56418037,0.21654422000000006
2020-07-01,salt,abyan,1451453.433761742,540930.338796394,aden,1413414.8996473695,502024.6752111473,0.34791562000000004,0.78072459,0.43280897,0.34791562000000004
2020-07-01,salt,abyan,1451453.433761742,540930.338796394,al dhale'e,1514911.5982678996,470879.9633936708,0.51134778,0.78072459,0.26937681,0.51134778
2020-07-01,salt,abyan,1451453.433761742,540930.338796394,al bayda,1545869.2668154777,562191.4482966167,0.36711362000000003,0.78072459,0.41361097,0.36711362000000003
2020-07-01,salt,abyan,1451453.433761742,540930.338796394,taizz,1501490.1068909634,393975.03232055355,0.28488353000000005,0.78072459,0.49584106,0.28488353000000005
2020-07-01,salt,aden,1413414.8996473695,502024.6752111473,lahj,1443403.357394038,487346.6774931812,0.13137139999999997,0.43280897,0.56418037,0.13137139999999997
2020-07-01,salt,aden,1413414.8996473695,502024.6752111473,abyan,1451453.433761742,540930.338796394,0.34791562000000004,0.43280897,0.78072459,0.34791562000000004
2020-07-01,salt,aden,1413414.8996473695,502024.6752111473,al dhale'e,1514911.5982678996,470879.9633936708,0.16343216,0.43280897,0.26937681,0.16343216
2020-07-01,salt,al bayda,1545869.2668154777,562191.4482966167,al dhale'e,1514911.5982678996,470879.9633936708,0.14423416,0.41361097,0.26937681,0.14423416
2020-07-01,salt,al bayda,1545869.2668154777,562191.4482966167,abyan,1451453.433761742,540930.338796394,0.36711362000000003,0.41361097,0.78072459,0.36711362000000003
2020-07-01,salt,al bayda,1545869.2668154777,562191.4482966167,lahj,1443403.357394038,487346.6774931812,0.15056939999999996,0.41361097,0.56418037,0.15056939999999996
2020-07-01,salt,al bayda,1545869.2668154777,562191.4482966167,dhamar,1607976.2967569984,434812.9555183367,0.10426143000000004,0.41361097,0.30934954,0.10426143000000004
