date,source,source_lat,source_lng,target,target_lat,target_lng,price_differential,source_price,target_price,flow_weight
2023-11-01,al maharah,1805664.967681152,1269216.867839362,hadramaut,1688561.031182205,925529.1179596668,2.794092473984964,11.196068776842106,8.401976302857141,2.794092473984964
2023-11-01,al maharah,1805664.967681152,1269216.867839362,socotra,1415534.3742756257,1484659.5682649969,4.389855723157895,11.196068776842106,15.5859245,4.389855723157895
2023-11-01,al maharah,1805664.967681152,1269216.867839362,shabwah,1607083.403143805,699110.4581984302,3.2812447358421055,11.196068776842106,7.914824041,3.2812447358421055
2023-11-01,al maharah,1805664.967681152,1269216.867839362,al bayda,1545869.2668154777,562191.4482966167,5.373609282342105,11.196068776842106,5.8224594945,5.373609282342105
2023-11-01,al mahwit,1710572.7821730792,343747.8114166759,hajjah,1735805.5042575903,351073.2264011586,0.668767527928571,4.922064248571429,5.5908317765,0.668767527928571
2023-11-01,al mahwit,1710572.7821730792,343747.8114166759,amanat al asimah,1696998.714254215,413747.54216314765,2.52942561492857,4.922064248571429,7.451489863499999,2.52942561492857
2023-11-01,al mahwit,1710572.7821730792,343747.8114166759,raymah,1626148.635239956,349117.30304702686,0.5983292276190468,4.922064248571429,5.520393476190476,0.5983292276190468
2023-11-01,al mahwit,1710572.7821730792,343747.8114166759,al hudaydah,1636434.4562545866,279153.2519347584,0.3272564871428578,4.922064248571429,4.594807761428571,0.3272564871428578
2023-11-01,amanat al asimah,1696998.714254215,413747.54216314765,sana'a,1683424.5251799258,444268.5254077898,2.2929512787380943,7.451489863499999,5.158538584761905,2.2929512787380943
2023-11-01,amanat al asimah,1696998.714254215,413747.54216314765,amran,1731425.0945279438,386679.5361423165,2.556893111119046,7.451489863499999,4.894596752380953,2.556893111119046
2023-11-01,amanat al asimah,1696998.714254215,413747.54216314765,al mahwit,1710572.7821730792,343747.8114166759,2.52942561492857,7.451489863499999,4.922064248571429,2.52942561492857
2023-11-01,amanat al asimah,1696998.714254215,413747.54216314765,hajjah,1735805.5042575903,351073.2264011586,1.8606580869999991,7.451489863499999,5.5908317765,1.8606580869999991
2023-11-01,amanat al asimah,1696998.714254215,413747.54216314765,dhamar,1607976.2967569984,434812.9555183367,2.4316480201666657,7.451489863499999,5.019841843333333,2.4316480201666657
