date,commodity,source,source_lat,source_lng,target,target_lat,target_lng,price_differential,source_price,target_price,flow_weight
2024-03-01,wheat flour,al jawf,1787696.8583625571,476286.69293194957,hajjah,1735805.5042575903,351073.2264011586,0.15856720000000002,1.2586328,1.1000656,0.15856720000000002
2024-03-01,wheat flour,al maharah,1805664.967681152,1269216.867839362,shabwah,1607083.403143805,699110.4581984302,0.3562774000000002,3.3884187,3.7446961,0.3562774000000002
2024-03-01,wheat flour,al maharah,1805664.967681152,1269216.867839362,marib,1709755.4170365373,535024.7951991099,0.5855329,3.3884187,3.9739516,0.5855329
2024-03-01,wheat flour,al maharah,1805664.967681152,1269216.867839362,al bayda,1545869.2668154777,562191.4482966167,2.1016135,3.3884187,1.2868052,2.1016135
2024-03-01,wheat flour,al mahwit,1710572.7821730792,343747.8114166759,hajjah,1735805.5042575903,351073.2264011586,0.2119774000000001,1.312043,1.1000656,0.2119774000000001
2024-03-01,wheat flour,al mahwit,1710572.7821730792,343747.8114166759,amanat al asimah,1696998.714254215,413747.54216314765,0.11969049999999992,1.312043,1.4317335,0.11969049999999992
2024-03-01,wheat flour,al mahwit,1710572.7821730792,343747.8114166759,al hudaydah,1636434.4562545866,279153.2519347584,0.2794989000000001,1.312043,1.0325441,0.2794989000000001
2024-03-01,wheat flour,amanat al asimah,1696998.714254215,413747.54216314765,sana'a,1683424.5251799258,444268.5254077898,0.40252559999999993,1.4317335,1.0292079,0.40252559999999993
2024-03-01,wheat flour,amanat al asimah,1696998.714254215,413747.54216314765,amran,1731425.0945279438,386679.5361423165,0.20083059999999997,1.4317335,1.2309029,0.20083059999999997
2024-03-01,wheat flour,amanat al asimah,1696998.714254215,413747.54216314765,al mahwit,1710572.7821730792,343747.8114166759,0.11969049999999992,1.4317335,1.312043,0.11969049999999992
2024-03-01,wheat flour,amanat al asimah,1696998.714254215,413747.54216314765,hajjah,1735805.5042575903,351073.2264011586,0.3316679,1.4317335,1.1000656,0.3316679
2024-03-01,wheat flour,amanat al asimah,1696998.714254215,413747.54216314765,dhamar,1607976.2967569984,434812.9555183367,0.20957230000000004,1.4317335,1.2221612,0.20957230000000004
2024-03-01,wheat flour,amran,1731425.0945279438,386679.5361423165,hajjah,1735805.5042575903,351073.2264011586,0.13083730000000005,1.2309029,1.1000656,0.13083730000000005
2024-03-01,wheat flour,amran,1731425.0945279438,386679.5361423165,amanat al asimah,1696998.714254215,413747.54216314765,0.20083059999999997,1.2309029,1.4317335,0.20083059999999997
2024-03-01,wheat flour,amran,1731425.0945279438,386679.5361423165,sana'a,1683424.5251799258,444268.5254077898,0.20169499999999996,1.2309029,1.0292079,0.20169499999999996
2024-03-01,wheat flour,dhamar,1607976.2967569984,434812.9555183367,sana'a,1683424.5251799258,444268.5254077898,0.19295329999999988,1.2221612,1.0292079,0.19295329999999988
2024-03-01,wheat flour,dhamar,1607976.2967569984,434812.9555183367,raymah,1626148.635239956,349117.30304702686,0.17930029999999997,1.2221612,1.4014615,0.17930029999999997
2024-03-01,wheat flour,dhamar,1607976.2967569984,434812.9555183367,amanat al asimah,1696998.714254215,413747.54216314765,0.20957230000000004,1.2221612,1.4317335,0.20957230000000004
